motor,n,métrica,corridas,p50,p95,p99,ic95_mediana_inferior,ic95_mediana_superior,media,desviación
mongodb,100,consulta_canónica_ms,30,13.200916499999948,23.442306549999373,44.846322499999616,12.989645499999824,14.214750500001173,15.595619433333377,7.7383625819647
mongodb,100,consulta_proyección_ms,30,13.348687499999869,24.02348534999815,44.667455459998905,12.698665999996592,14.551979000000756,15.228977733333583,7.484451000101108
mongodb,100,reconstrucción_ms,30,76.65591649999806,107.51538354999897,226.19780221999997,74.20583349999833,81.78424950000044,86.6440721666664,36.34925055750946
mongodb,1000,consulta_canónica_ms,30,78.70052050000231,198.73860624998474,259.44026392999956,70.13052100001369,84.93541650000407,94.135313766667,48.63500371605519
mongodb,1000,consulta_proyección_ms,30,66.34431200000108,122.42346264999067,172.11714125001225,60.90412499998638,83.33741699998791,78.8088124666642,29.055552080009857
mongodb,1000,reconstrucción_ms,30,609.6429789999893,1097.063058000009,1515.1042412099932,552.1069284999891,651.1426040000006,682.857155466663,254.26983632955196
mongodb,5000,consulta_canónica_ms,20,664.2093955000164,1111.4416583499988,1136.8850652699941,571.7480209999485,787.7212079999736,662.4174167500081,259.7509580423908
mongodb,5000,consulta_proyección_ms,20,615.7966460000025,998.3576607499039,1003.983465749952,440.8224999999511,766.8845835000102,603.1904292999855,244.73072035333027
mongodb,5000,reconstrucción_ms,20,5466.461917000008,8720.398868400016,9315.992406479989,4837.870812499954,6485.04941700006,5701.904706199997,1575.8783713020669
