engine,size,runs,allPass,p1CanonicalMedianMs,p1ProjectionMedianMs,r1MedianMs,writeAmplification,foreignDocuments
PouchDB,100,30,true,3.6590839999998934,1.421041999999943,11.346624999999676,2,0
PouchDB,1000,30,true,24.80304199999955,9.251500000000306,79.90670899999895,2,0
PouchDB,5000,30,true,125.40037499999744,42.36462500000198,361.9207500000048,2,0
LokiJS,100,30,true,0.4707499999785796,0.1934999999939464,1.0828340000007302,2,0
LokiJS,1000,30,true,3.633333000005223,1.3072500000125729,9.788375000003725,2,0
LokiJS,5000,30,true,15.894333999982337,5.595084000000497,47.24345799998264,2,0
