engine,size,runs,allPass,p1CanonicalMedianMs,p1ProjectionMedianMs,r1MedianMs,writeAmplification,foreignDocuments
PouchDB,100,30,true,1.18587500000001,0.44045799999997826,8.376082999999994,2,0
PouchDB,1000,30,true,13.58874999999989,4.7186249999999745,89.30075000000033,2,0
PouchDB,5000,30,true,69.29079199999978,23.131000000001222,500.0699170000007,2,0
LokiJS,100,30,true,0.14458400000148686,0.0521249999947031,0.6625410000051488,2,0
LokiJS,1000,30,true,1.262708999995084,0.4092499999969732,6.451874999998836,2,0
LokiJS,5000,30,true,7.0260419999976875,2.219875000002503,46.01149999999325,2,0
