profile,N,b1_query_p95_ms,c1_query_p95_ms,query_saving_ms,b1_write_ms,c1_write_ms,write_penalty_ms,break_even_reads_per_write,decision
R,1000,4.470195849999936,4.353914324999594,0.11628152500034172,9.0086035000013,13.52902049999966,4.5204169999983606,38.87476535920109,C1 justificable sobre el umbral
R,10000,14.747539524999228,11.7105955749992,3.036943950000028,15.462625000000116,22.6641875000023,7.201562500002183,2.3713188713944215,C1 justificable sobre el umbral
R,50000,31.382281250038062,25.54960537499282,5.832675875045243,13.48708349998924,24.609145499998704,11.122062000009464,1.9068541160661001,C1 justificable sobre el umbral
A,1000,5.461876374999699,4.9624698499450455,0.49940652505465355,9.641458500002045,16.246979499963345,6.6055209999613,13.226741479275649,C1 justificable sobre el umbral
A,10000,8.297967799968319,7.176388524990761,1.1215792749775577,9.794416500022635,13.826812499959487,4.032395999936853,3.5952839802764176,C1 justificable sobre el umbral
A,50000,29.27137499998789,27.071011125014042,2.200363874973849,11.69268750003539,22.699187000049278,11.006499500013888,5.00212697781393,C1 justificable sobre el umbral
B,1000,5.214424925012281,5.084909574934864,0.12951535007741732,9.636875500029419,14.35827100003371,4.7213955000042915,36.45433145323774,C1 justificable sobre el umbral
B,10000,10.49832302496652,7.863667674944734,2.634655350021786,11.049708499922417,14.967249999986961,3.9175415000645444,1.4869275026929614,C1 justificable sobre el umbral
B,50000,27.988587500050194,24.94469984999159,3.043887650058604,11.30589599988889,21.325354000087827,10.019458000198938,3.291664854977822,C1 justificable sobre el umbral
